REACTION       4  3761
NUCLIDE     3762  7271      
WORD        7272  8618
(16O,14CF)          ({+16}O,{+14}CF)
(16O,14N)           ({+16}O,{+14}N)
(16O,14O)           ({+16}O,{+14}O)
(16O,15C)           ({+16}O,{+15}C)
(16O,15N)           ({+16}O,{+15}N)
(16O,15O)           ({+16}O,{+15}O)
(16O,15OG)          ({+16}O,{+15}O|g)
(16O,16N)           ({+16}O,{+16}N)
(16O,16O')          ({+16}O,{+16}O')
(16O,16O)           ({+16}O,{+16}O)
(16O,16O'G)         ({+16}O,{+16}O|g)
(16O,17F)           ({+16}O,{+17}F)
(16O,17N)           ({+16}O,{+17}N)
(16O,17O)           ({+16}O,{+17}O)
(16O,18F)           ({+16}O,{+18}F)
(16O,18O)           ({+16}O,{+18}O)
(16O,19F)           ({+16}O,{+19}F)
(16O,19O)           ({+16}O,{+19}O)
(16O,20NE)          ({+16}O,{+20}Ne)
(16O,23NA)          ({+16}O,{+23}Na)
(16O,24MG)          ({+16}O,{+24}Mg)
(16O,27SI)          ({+16}O,{+27}Si)
(16O,28SI)          ({+16}O,{+28}Si)
(16O,2A)            ({+16}O,2|a)
(16O,2APG)          ({+16}O,2|ap|g)
(16O,2N)            ({+16}O,2n)
(16O,2N12C)         ({+16}O,2n{+12}C)
(16O,2N2P)          ({+16}O,2n2p)
(16O,2N2PG)         ({+16}O,2n2p|g)
(16O,2N3P)          ({+16}O,2n3p)
(16O,2NA)           ({+16}O,2n|a)
(16O,2NG)           ({+16}O,2n|g)
(16O,2NP)           ({+16}O,2np)
(16O,2NP12C)        ({+16}O,2np{+12}C)
(16O,2NPG)          ({+16}O,2np|g)
(16O,2P)            ({+16}O,2p)
(16O,2P2NG)         ({+16}O,2p2n|g)
(16O,2PA)           ({+16}O,2p|a)
(16O,2PG)           ({+16}O,2p|g)
(16O,2PN)           ({+16}O,2pn)
(16O,2PNG)          ({+16}O,2pn|g)
(16O,30P)           ({+16}O,{+30}P)
(16O,31S)           ({+16}O,{+31}S)
(16O,3HE)           ({+16}O,{+3}He)
(16O,3HEX)          ({+16}O,{+3}HeX)
(16O,3N)            ({+16}O,3n)
(16O,3NA)           ({+16}O,3n|a)
(16O,3NG)           ({+16}O,3n|g)
(16O,3NP)           ({+16}O,3np)
(16O,3P)            ({+16}O,3p)
(16O,3PG)           ({+16}O,3p|g)
(16O,3PNG)          ({+16}O,3pn|g)
(16O,4N)            ({+16}O,4n)
(16O,4N2P)          ({+16}O,4n2p)
(16O,4NA)           ({+16}O,4n|a)
(16O,4NG)           ({+16}O,4n|g)
(16O,5N)            ({+16}O,5n)
